initial_alias,converted_alias,name,description,namespace
30833,ENSG00000125458,NT5C,"5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]",ENTREZGENE_ACC
4907,ENSG00000135318,NT5E,5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021],ENTREZGENE_ACC
51251,ENSG00000122643,NT5C3A,"5'-nucleotidase, cytosolic IIIA [Source:HGNC Symbol;Acc:HGNC:17820]",ENTREZGENE_ACC
84618,ENSG00000116981,NT5C1A,"5'-nucleotidase, cytosolic IA [Source:HGNC Symbol;Acc:HGNC:17819]",ENTREZGENE_ACC
93034,ENSG00000185013,NT5C1B,"5'-nucleotidase, cytosolic IB [Source:HGNC Symbol;Acc:HGNC:17818]",ENTREZGENE_ACC
5251,ENSG00000102174,PHEX,phosphate regulating endopeptidase X-linked [Source:HGNC Symbol;Acc:HGNC:8918],ENTREZGENE_ACC
56953,ENSG00000205309,NT5M,"5',3'-nucleotidase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:15769]",ENTREZGENE_ACC
2978,ENSG00000048545,GUCA1A,guanylate cyclase activator 1A [Source:HGNC Symbol;Acc:HGNC:4678],ENTREZGENE_ACC
3704,ENSG00000125877,ITPA,inosine triphosphatase [Source:HGNC Symbol;Acc:HGNC:6176],ENTREZGENE_ACC
5009,ENSG00000036473,OTC,ornithine transcarbamylase [Source:HGNC Symbol;Acc:HGNC:8512],ENTREZGENE_ACC
5019,ENSG00000083720,OXCT1,3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527],ENTREZGENE_ACC
64064,ENSG00000198754,OXCT2,3-oxoacid CoA-transferase 2 [Source:HGNC Symbol;Acc:HGNC:18606],ENTREZGENE_ACC
7372,ENSG00000114491,UMPS,uridine monophosphate synthetase [Source:HGNC Symbol;Acc:HGNC:12563],ENTREZGENE_ACC
26873,ENSG00000178814,OPLAH,"5-oxoprolinase, ATP-hydrolysing [Source:HGNC Symbol;Acc:HGNC:8149]",ENTREZGENE_ACC
4953,ENSG00000115758,ODC1,ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109],ENTREZGENE_ACC
1583,ENSG00000140459,CYP11A1,cytochrome P450 family 11 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2590],ENTREZGENE_ACC
1584,ENSG00000160882,CYP11B1,cytochrome P450 family 11 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2591],ENTREZGENE_ACC
1585,ENSG00000179142,CYP11B2,cytochrome P450 family 11 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:2592],ENTREZGENE_ACC
1586,ENSG00000148795,CYP17A1,cytochrome P450 family 17 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2593],ENTREZGENE_ACC
1588,ENSG00000137869,CYP19A1,cytochrome P450 family 19 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2594],ENTREZGENE_ACC
1576,ENSG00000160868,CYP3A4,cytochrome P450 family 3 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:2637],ENTREZGENE_ACC
1589,ENSG00000231852,CYP21A2,cytochrome P450 family 21 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:2600],ENTREZGENE_ACC
1548,ENSG00000255974,CYP2A6,cytochrome P450 family 2 subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:2610],ENTREZGENE_ACC
1553,ENSG00000197838,CYP2A13,cytochrome P450 family 2 subfamily A member 13 [Source:HGNC Symbol;Acc:HGNC:2608],ENTREZGENE_ACC
1562,ENSG00000108242,CYP2C18,cytochrome P450 family 2 subfamily C member 18 [Source:HGNC Symbol;Acc:HGNC:2620],ENTREZGENE_ACC
1558,ENSG00000138115,CYP2C8,cytochrome P450 family 2 subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:2622],ENTREZGENE_ACC
1559,ENSG00000138109,CYP2C9,cytochrome P450 family 2 subfamily C member 9 [Source:HGNC Symbol;Acc:HGNC:2623],ENTREZGENE_ACC
1565,ENSG00000100197,CYP2D6,cytochrome P450 family 2 subfamily D member 6 [Source:HGNC Symbol;Acc:HGNC:2625],ENTREZGENE_ACC
1572,ENSG00000197446,CYP2F1,cytochrome P450 family 2 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:2632],ENTREZGENE_ACC
51302,ENSG00000146233,CYP39A1,cytochrome P450 family 39 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:17449],ENTREZGENE_ACC
64816,ENSG00000021461,CYP3A43,cytochrome P450 family 3 subfamily A member 43 [Source:HGNC Symbol;Acc:HGNC:17450],ENTREZGENE_ACC
1577,ENSG00000106258,CYP3A5,cytochrome P450 family 3 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:2638],ENTREZGENE_ACC
1551,ENSG00000160870,CYP3A7,cytochrome P450 family 3 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:2640],ENTREZGENE_ACC
10858,ENSG00000036530,CYP46A1,cytochrome P450 family 46 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2641],ENTREZGENE_ACC
66002,ENSG00000186204,CYP4F12,cytochrome P450 family 4 subfamily F member 12 [Source:HGNC Symbol;Acc:HGNC:18857],ENTREZGENE_ACC
4051,ENSG00000186529,CYP4F3,cytochrome P450 family 4 subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:2646],ENTREZGENE_ACC
8529,ENSG00000186115,CYP4F2,cytochrome P450 family 4 subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:2645],ENTREZGENE_ACC
9420,ENSG00000172817,CYP7B1,cytochrome P450 family 7 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2652],ENTREZGENE_ACC
1582,ENSG00000180432,CYP8B1,cytochrome P450 family 8 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2653],ENTREZGENE_ACC
5831,ENSG00000183010,PYCR1,pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721],ENTREZGENE_ACC
65263,ENSG00000104524,PYCR3,pyrroline-5-carboxylate reductase 3 [Source:HGNC Symbol;Acc:HGNC:25846],ENTREZGENE_ACC
29920,ENSG00000143811,PYCR2,pyrroline-5-carboxylate reductase 2 [Source:HGNC Symbol;Acc:HGNC:30262],ENTREZGENE_ACC
5048,ENSG00000007168,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574],ENTREZGENE_ACC
5049,ENSG00000168092,PAFAH1B2,platelet activating factor acetylhydrolase 1b catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:8575],ENTREZGENE_ACC
5050,ENSG00000079462,PAFAH1B3,platelet activating factor acetylhydrolase 1b catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:8576],ENTREZGENE_ACC
5051,ENSG00000158006,PAFAH2,platelet activating factor acetylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8579],ENTREZGENE_ACC
347734,ENSG00000157593,SLC35B2,solute carrier family 35 member B2 [Source:HGNC Symbol;Acc:HGNC:16872],ENTREZGENE_ACC
57194,ENSG00000206190,ATP10A,ATPase phospholipid transporting 10A (putative) [Source:HGNC Symbol;Acc:HGNC:13542],ENTREZGENE_ACC
5337,ENSG00000075651,PLD1,phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067],ENTREZGENE_ACC
5338,ENSG00000129219,PLD2,phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068],ENTREZGENE_ACC
130013,ENSG00000153086,ACMSD,aminocarboxymuconate semialdehyde decarboxylase [Source:HGNC Symbol;Acc:HGNC:19288],ENTREZGENE_ACC
5351,ENSG00000083444,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]",ENTREZGENE_ACC
5352,ENSG00000152952,PLOD2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]",ENTREZGENE_ACC
8985,ENSG00000106397,PLOD3,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:9083]",ENTREZGENE_ACC
10846,ENSG00000112541,PDE10A,phosphodiesterase 10A [Source:HGNC Symbol;Acc:HGNC:8772],ENTREZGENE_ACC
27115,ENSG00000171408,PDE7B,phosphodiesterase 7B [Source:HGNC Symbol;Acc:HGNC:8792],ENTREZGENE_ACC
50940,ENSG00000128655,PDE11A,phosphodiesterase 11A [Source:HGNC Symbol;Acc:HGNC:8773],ENTREZGENE_ACC
5136,ENSG00000115252,PDE1A,phosphodiesterase 1A [Source:HGNC Symbol;Acc:HGNC:8774],ENTREZGENE_ACC
5137,ENSG00000154678,PDE1C,phosphodiesterase 1C [Source:HGNC Symbol;Acc:HGNC:8776],ENTREZGENE_ACC
5138,ENSG00000186642,PDE2A,phosphodiesterase 2A [Source:HGNC Symbol;Acc:HGNC:8777],ENTREZGENE_ACC
5139,ENSG00000172572,PDE3A,phosphodiesterase 3A [Source:HGNC Symbol;Acc:HGNC:8778],ENTREZGENE_ACC
5140,ENSG00000152270,PDE3B,phosphodiesterase 3B [Source:HGNC Symbol;Acc:HGNC:8779],ENTREZGENE_ACC
5141,ENSG00000065989,PDE4A,phosphodiesterase 4A [Source:HGNC Symbol;Acc:HGNC:8780],ENTREZGENE_ACC
5142,ENSG00000184588,PDE4B,phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781],ENTREZGENE_ACC
5143,ENSG00000105650,PDE4C,phosphodiesterase 4C [Source:HGNC Symbol;Acc:HGNC:8782],ENTREZGENE_ACC
5143,ENSG00000285188,PDE4C,phosphodiesterase 4C [Source:NCBI gene (formerly Entrezgene);Acc:5143],ENTREZGENE_ACC
5144,ENSG00000113448,PDE4D,phosphodiesterase 4D [Source:HGNC Symbol;Acc:HGNC:8783],ENTREZGENE_ACC
5150,ENSG00000205268,PDE7A,phosphodiesterase 7A [Source:HGNC Symbol;Acc:HGNC:8791],ENTREZGENE_ACC
5151,ENSG00000073417,PDE8A,phosphodiesterase 8A [Source:HGNC Symbol;Acc:HGNC:8793],ENTREZGENE_ACC
5153,ENSG00000123360,PDE1B,phosphodiesterase 1B [Source:HGNC Symbol;Acc:HGNC:8775],ENTREZGENE_ACC
8622,ENSG00000113231,PDE8B,phosphodiesterase 8B [Source:HGNC Symbol;Acc:HGNC:8794],ENTREZGENE_ACC
8622,ENSG00000284762,PDE8B,phosphodiesterase 8B [Source:NCBI gene (formerly Entrezgene);Acc:8622],ENTREZGENE_ACC
5145,ENSG00000132915,PDE6A,phosphodiesterase 6A [Source:HGNC Symbol;Acc:HGNC:8785],ENTREZGENE_ACC
5146,ENSG00000095464,PDE6C,phosphodiesterase 6C [Source:HGNC Symbol;Acc:HGNC:8787],ENTREZGENE_ACC
5147,ENSG00000156973,PDE6D,phosphodiesterase 6D [Source:HGNC Symbol;Acc:HGNC:8788],ENTREZGENE_ACC
5148,ENSG00000185527,PDE6G,phosphodiesterase 6G [Source:HGNC Symbol;Acc:HGNC:8789],ENTREZGENE_ACC
5149,ENSG00000139053,PDE6H,phosphodiesterase 6H [Source:HGNC Symbol;Acc:HGNC:8790],ENTREZGENE_ACC
5152,ENSG00000160191,PDE9A,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795],ENTREZGENE_ACC
51520,ENSG00000133706,LARS1,leucyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6512],ENTREZGENE_ACC
51521,None,None,None,
51522,ENSG00000111843,TMEM14C,transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952],ENTREZGENE_ACC
51523,ENSG00000171604,CXXC5,CXXC finger protein 5 [Source:HGNC Symbol;Acc:HGNC:26943],ENTREZGENE_ACC
51524,ENSG00000149483,TMEM138,transmembrane protein 138 [Source:HGNC Symbol;Acc:HGNC:26944],ENTREZGENE_ACC
51525,None,None,None,
51526,ENSG00000132823,OSER1,oxidative stress responsive serine rich 1 [Source:HGNC Symbol;Acc:HGNC:16105],ENTREZGENE_ACC
51527,ENSG00000100744,GSKIP,GSK3B interacting protein [Source:HGNC Symbol;Acc:HGNC:20343],ENTREZGENE_ACC
51528,ENSG00000050130,JKAMP,JNK1/MAPK8 associated membrane protein [Source:HGNC Symbol;Acc:HGNC:20184],ENTREZGENE_ACC
51529,ENSG00000141552,ANAPC11,anaphase promoting complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:14452],ENTREZGENE_ACC
5158,ENSG00000133256,PDE6B,phosphodiesterase 6B [Source:HGNC Symbol;Acc:HGNC:8786],ENTREZGENE_ACC
8654,ENSG00000138735,PDE5A,phosphodiesterase 5A [Source:HGNC Symbol;Acc:HGNC:8784],ENTREZGENE_ACC
55163,ENSG00000108439,PNPO,pyridoxamine 5'-phosphate oxidase [Source:HGNC Symbol;Acc:HGNC:30260],ENTREZGENE_ACC
10396,ENSG00000124406,ATP8A1,ATPase phospholipid transporting 8A1 [Source:HGNC Symbol;Acc:HGNC:13531],ENTREZGENE_ACC
5105,ENSG00000124253,PCK1,phosphoenolpyruvate carboxykinase 1 [Source:HGNC Symbol;Acc:HGNC:8724],ENTREZGENE_ACC
8310,ENSG00000087008,ACOX3,"acyl-CoA oxidase 3, pristanoyl [Source:HGNC Symbol;Acc:HGNC:121]",ENTREZGENE_ACC
10400,ENSG00000133027,PEMT,phosphatidylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8830],ENTREZGENE_ACC
26227,ENSG00000092621,PHGDH,phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923],ENTREZGENE_ACC
27306,ENSG00000163106,HPGDS,hematopoietic prostaglandin D synthase [Source:HGNC Symbol;Acc:HGNC:17890],ENTREZGENE_ACC
5730,ENSG00000107317,PTGDS,prostaglandin D2 synthase [Source:HGNC Symbol;Acc:HGNC:9592],ENTREZGENE_ACC
80142,ENSG00000148334,PTGES2,prostaglandin E synthase 2 [Source:HGNC Symbol;Acc:HGNC:17822],ENTREZGENE_ACC
9536,ENSG00000148344,PTGES,prostaglandin E synthase [Source:HGNC Symbol;Acc:HGNC:9599],ENTREZGENE_ACC
5740,ENSG00000124212,PTGIS,prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603],ENTREZGENE_ACC
114971,ENSG00000110536,PTPMT1,protein tyrosine phosphatase mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:26965],ENTREZGENE_ACC
9489,ENSG00000087157,PGS1,phosphatidylglycerophosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:30029],ENTREZGENE_ACC
5742,ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:9604],ENTREZGENE_ACC
5743,ENSG00000073756,PTGS2,prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605],ENTREZGENE_ACC
6898,ENSG00000198650,TAT,tyrosine aminotransferase [Source:HGNC Symbol;Acc:HGNC:11573],ENTREZGENE_ACC
5053,ENSG00000171759,PAH,phenylalanine hydroxylase [Source:HGNC Symbol;Acc:HGNC:8582],ENTREZGENE_ACC
5264,ENSG00000107537,PHYH,phytanoyl-CoA 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:8940],ENTREZGENE_ACC
51227,ENSG00000185808,PIGP,phosphatidylinositol glycan anchor biosynthesis class P [Source:HGNC Symbol;Acc:HGNC:3046],ENTREZGENE_ACC
5277,ENSG00000165195,PIGA,phosphatidylinositol glycan anchor biosynthesis class A [Source:HGNC Symbol;Acc:HGNC:8957],ENTREZGENE_ACC
5279,ENSG00000135845,PIGC,phosphatidylinositol glycan anchor biosynthesis class C [Source:HGNC Symbol;Acc:HGNC:8960],ENTREZGENE_ACC
5283,ENSG00000100564,PIGH,phosphatidylinositol glycan anchor biosynthesis class H [Source:HGNC Symbol;Acc:HGNC:8964],ENTREZGENE_ACC
9091,ENSG00000007541,PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135],ENTREZGENE_ACC
100137049,ENSG00000243708,PLA2G4B,phospholipase A2 group IVB [Source:HGNC Symbol;Acc:HGNC:9036],ENTREZGENE_ACC
123745,ENSG00000188089,PLA2G4E,phospholipase A2 group IVE [Source:HGNC Symbol;Acc:HGNC:24791],ENTREZGENE_ACC
50487,ENSG00000100078,PLA2G3,phospholipase A2 group III [Source:HGNC Symbol;Acc:HGNC:17934],ENTREZGENE_ACC
5320,ENSG00000188257,PLA2G2A,phospholipase A2 group IIA [Source:HGNC Symbol;Acc:HGNC:9031],ENTREZGENE_ACC
5322,ENSG00000127472,PLA2G5,phospholipase A2 group V [Source:HGNC Symbol;Acc:HGNC:9038],ENTREZGENE_ACC
64600,ENSG00000158786,PLA2G2F,phospholipase A2 group IIF [Source:HGNC Symbol;Acc:HGNC:30040],ENTREZGENE_ACC
81579,ENSG00000123739,PLA2G12A,phospholipase A2 group XIIA [Source:HGNC Symbol;Acc:HGNC:18554],ENTREZGENE_ACC
8398,ENSG00000184381,PLA2G6,phospholipase A2 group VI [Source:HGNC Symbol;Acc:HGNC:9039],ENTREZGENE_ACC
23478,ENSG00000140612,SEC11A,"SEC11 homolog A, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:17718]",ENTREZGENE_ACC
28972,ENSG00000114902,SPCS1,signal peptidase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23401],ENTREZGENE_ACC
60559,ENSG00000129128,SPCS3,signal peptidase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26212],ENTREZGENE_ACC
90701,ENSG00000166562,SEC11C,"SEC11 homolog C, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:23400]",ENTREZGENE_ACC
9789,ENSG00000118363,SPCS2,signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962],ENTREZGENE_ACC
10654,ENSG00000163344,PMVK,phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141],ENTREZGENE_ACC
8875,ENSG00000112303,VNN2,vanin 2 [Source:HGNC Symbol;Acc:HGNC:12706],ENTREZGENE_ACC
8876,ENSG00000112299,VNN1,vanin 1 [Source:HGNC Symbol;Acc:HGNC:12705],ENTREZGENE_ACC
53354,ENSG00000152782,PANK1,pantothenate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8598],ENTREZGENE_ACC
55229,ENSG00000157881,PANK4,pantothenate kinase 4 (inactive) [Source:HGNC Symbol;Acc:HGNC:19366],ENTREZGENE_ACC
79646,ENSG00000120137,PANK3,pantothenate kinase 3 [Source:HGNC Symbol;Acc:HGNC:19365],ENTREZGENE_ACC
80025,ENSG00000125779,PANK2,pantothenate kinase 2 [Source:HGNC Symbol;Acc:HGNC:15894],ENTREZGENE_ACC
51056,ENSG00000002549,LAP3,leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449],ENTREZGENE_ACC
58497,ENSG00000143363,PRUNE1,prune exopolyphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:13420],ENTREZGENE_ACC
64077,ENSG00000107902,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase [Source:HGNC Symbol;Acc:HGNC:30042],ENTREZGENE_ACC
27068,ENSG00000138777,PPA2,inorganic pyrophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:28883],ENTREZGENE_ACC
8611,ENSG00000067113,PLPP1,phospholipid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9228],ENTREZGENE_ACC
8612,ENSG00000141934,PLPP2,phospholipid phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:9230],ENTREZGENE_ACC
8613,ENSG00000162407,PLPP3,phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229],ENTREZGENE_ACC
210,ENSG00000148218,ALAD,aminolevulinate dehydratase [Source:HGNC Symbol;Acc:HGNC:395],ENTREZGENE_ACC
60490,ENSG00000138621,PPCDC,phosphopantothenoylcysteine decarboxylase [Source:HGNC Symbol;Acc:HGNC:28107],ENTREZGENE_ACC
79717,ENSG00000127125,PPCS,phosphopantothenoylcysteine synthetase [Source:HGNC Symbol;Acc:HGNC:25686],ENTREZGENE_ACC
5498,ENSG00000143224,PPOX,protoporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:9280],ENTREZGENE_ACC
8288,ENSG00000121053,EPX,eosinophil peroxidase [Source:HGNC Symbol;Acc:HGNC:3423],ENTREZGENE_ACC
9588,ENSG00000117592,PRDX6,peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753],ENTREZGENE_ACC
4353,ENSG00000005381,MPO,myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218],ENTREZGENE_ACC
5198,ENSG00000178921,PFAS,phosphoribosylformylglycinamidine synthase [Source:HGNC Symbol;Acc:HGNC:8863],ENTREZGENE_ACC
5033,ENSG00000122884,P4HA1,prolyl 4-hydroxylase subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8546],ENTREZGENE_ACC
5034,ENSG00000185624,P4HB,prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548],ENTREZGENE_ACC
8974,ENSG00000072682,P4HA2,prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547],ENTREZGENE_ACC
58510,ENSG00000250799,PRODH2,proline dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:17325],ENTREZGENE_ACC
5625,ENSG00000100033,PRODH,proline dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:9453],ENTREZGENE_ACC
23761,ENSG00000241878,PISD,phosphatidylserine decarboxylase [Source:HGNC Symbol;Acc:HGNC:8999],ENTREZGENE_ACC
29968,ENSG00000135069,PSAT1,phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129],ENTREZGENE_ACC
5723,ENSG00000146733,PSPH,phosphoserine phosphatase [Source:HGNC Symbol;Acc:HGNC:9577],ENTREZGENE_ACC
9791,ENSG00000156471,PTDSS1,phosphatidylserine synthase 1 [Source:HGNC Symbol;Acc:HGNC:9587],ENTREZGENE_ACC
81490,ENSG00000174915,PTDSS2,phosphatidylserine synthase 2 [Source:HGNC Symbol;Acc:HGNC:15463],ENTREZGENE_ACC
10005,ENSG00000101473,ACOT8,acyl-CoA thioesterase 8 [Source:HGNC Symbol;Acc:HGNC:15919],ENTREZGENE_ACC
10965,ENSG00000119673,ACOT2,acyl-CoA thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:18431],ENTREZGENE_ACC
122970,ENSG00000177465,ACOT4,acyl-CoA thioesterase 4 [Source:HGNC Symbol;Acc:HGNC:19748],ENTREZGENE_ACC
5805,ENSG00000150787,PTS,6-pyruvoyltetrahydropterin synthase [Source:HGNC Symbol;Acc:HGNC:9689],ENTREZGENE_ACC
112483,ENSG00000141504,SAT2,spermidine/spermine N1-acetyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:23160],ENTREZGENE_ACC
6303,ENSG00000130066,SAT1,spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540],ENTREZGENE_ACC
8566,ENSG00000160209,PDXK,pyridoxal kinase [Source:HGNC Symbol;Acc:HGNC:8819],ENTREZGENE_ACC
7378,ENSG00000183696,UPP1,uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576],ENTREZGENE_ACC
9194,ENSG00000118596,SLC16A7,solute carrier family 16 member 7 [Source:HGNC Symbol;Acc:HGNC:10928],ENTREZGENE_ACC
2944,ENSG00000134184,GSTM1,glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:HGNC:4632],ENTREZGENE_ACC
55312,ENSG00000135002,RFK,riboflavin kinase [Source:HGNC Symbol;Acc:HGNC:30324],ENTREZGENE_ACC
5959,ENSG00000135437,RDH5,retinol dehydrogenase 5 [Source:HGNC Symbol;Acc:HGNC:9940],ENTREZGENE_ACC
8608,ENSG00000139547,RDH16,retinol dehydrogenase 16 [Source:HGNC Symbol;Acc:HGNC:29674],ENTREZGENE_ACC
8228,ENSG00000006757,PNPLA4,patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887],ENTREZGENE_ACC
50484,ENSG00000048392,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B [Source:HGNC Symbol;Acc:HGNC:17296],ENTREZGENE_ACC
6240,ENSG00000167325,RRM1,ribonucleotide reductase catalytic subunit M1 [Source:HGNC Symbol;Acc:HGNC:10451],ENTREZGENE_ACC
6241,ENSG00000171848,RRM2,ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452],ENTREZGENE_ACC
54981,ENSG00000106733,NMRK1,nicotinamide riboside kinase 1 [Source:HGNC Symbol;Acc:HGNC:26057],ENTREZGENE_ACC
6482,ENSG00000008513,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]",ENTREZGENE_ACC
6483,ENSG00000157350,ST3GAL2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]",ENTREZGENE_ACC
6484,ENSG00000110080,ST3GAL4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]",ENTREZGENE_ACC
6487,ENSG00000126091,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:10866]",ENTREZGENE_ACC
64870,None,None,None,
64871,None,None,None,
6480,ENSG00000073849,ST6GAL1,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10860]",ENTREZGENE_ACC
10090,ENSG00000111962,UST,uronyl 2-sulfotransferase [Source:HGNC Symbol;Acc:HGNC:17223],ENTREZGENE_ACC
9653,ENSG00000153936,HS2ST1,heparan sulfate 2-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5193],ENTREZGENE_ACC
3423,ENSG00000010404,IDS,iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389],ENTREZGENE_ACC
222537,ENSG00000249853,HS3ST5,heparan sulfate-glucosamine 3-sulfotransferase 5 [Source:HGNC Symbol;Acc:HGNC:19419],ENTREZGENE_ACC
9951,ENSG00000182601,HS3ST4,heparan sulfate-glucosamine 3-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:5200],ENTREZGENE_ACC
9957,ENSG00000002587,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194],ENTREZGENE_ACC
9956,ENSG00000122254,HS3ST2,heparan sulfate-glucosamine 3-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:5195],ENTREZGENE_ACC
64711,ENSG00000162040,HS3ST6,heparan sulfate-glucosamine 3-sulfotransferase 6 [Source:HGNC Symbol;Acc:HGNC:14178],ENTREZGENE_ACC
9953,ENSG00000125430,HS3ST3B1,heparan sulfate-glucosamine 3-sulfotransferase 3B1 [Source:HGNC Symbol;Acc:HGNC:5198],ENTREZGENE_ACC
9955,ENSG00000153976,HS3ST3A1,heparan sulfate-glucosamine 3-sulfotransferase 3A1 [Source:HGNC Symbol;Acc:HGNC:5196],ENTREZGENE_ACC
113189,ENSG00000169105,CHST14,carbohydrate sulfotransferase 14 [Source:HGNC Symbol;Acc:HGNC:24464],ENTREZGENE_ACC
166012,ENSG00000180767,CHST13,carbohydrate sulfotransferase 13 [Source:HGNC Symbol;Acc:HGNC:21755],ENTREZGENE_ACC
